text,care,fairness,non-moral,subversion,authority,loyalty,purity,betrayal,degradation,harm,cheating
"Just because a cops kill innocent ppl, it does not make it right to kill other cops, innocent or not. #DallasPolice #AllLivesMatter",0,0,0,0,1,0,1,0,0,1,0
@SKiNNYiLL From an honorable black man and American Patriot @AllenWest https://t.co/NitviPQWYz #AllLivesMatter #EverySingleOne #NoOneOwesU,0,0,1,0,0,1,0,0,0,0,0
".@grantstern @kansas_kwick @DominickIzzo #AllLivesMatter 
#BlackLivesMatter is a BS, false agenda driven, racist hate group.",0,0,0,0,0,0,0,1,1,1,1
"Justices Rule Police Do Not Have a Constitutional Duty to Protect Someone 
#Blacklivesmatter #allLivesmatter
https://t.co/RShBZyGWRx",1,0,1,0,0,0,0,0,0,0,0
“@meghan_corder: In honor of National Sanctity of Life day❤️👶👣 #AllLivesMatter #IAmProLife http://t.co/9qOMmqjLFb”,0,0,1,0,0,0,1,0,0,0,0
"@HilaryWKYC Please help Sea of Blue spread kindness  #ItStartsWithUs  #AllLivesMatter #BeKind
https://t.co/ZHBFjPSYkd",1,1,0,0,0,0,1,0,0,0,0
"Listen to The Bearded Patriot for Olavo Radio
http://t.co/t6VzV3Knv5 #rt #retweet #AllLivesMatter #tcot #PJNET #tlot #ocra #GOPDebate",0,0,1,0,0,1,0,0,0,0,0
Support and Pray for Law Enforcement #Gearfire #AllLivesMatter https://t.co/H6dWNilm69,1,1,0,0,1,1,0,0,0,0,0
All day everyday #PoliceLivesMatter Stay safe out there #AllLivesMatter #Ferguson Black 'lies' matter anarchy #fail  https://t.co/jhxluGDU2i,1,1,0,0,1,0,0,0,0,0,0
@realDonaldTrump #ALLlivesMatter #BlueLivesMatter #ChristianLivesMatter stupid Deception National Committee,0,0,0,0,0,1,0,1,1,0,1
"O'mally trashed by Radical Blacks when he said, #BlackLivesMatter #WhiteLivesMatter #AllLivesMatter Shame on DemocRAT party @ChristiChat",0,0,0,0,0,0,0,0,1,1,0
God help us all #Dallas #alllivesmatter 🙏🏻  https://t.co/9wL7uVkk4T,0,0,0,0,0,1,0,0,0,1,0
"Equality Celebrated and that's great, however racism is still an ongoing problem! #Food4Thought. #AllLivesMatter https://t.co/yFPdCro9Nz",0,1,1,0,0,0,0,0,0,1,1
#PraytoEndAbortion #WakeUpChurch #DoSomething #Shine #AllLivesMatter #NeverAgainIsNow https://t.co/vgsJndUBq2,0,0,1,0,0,0,0,0,1,0,0
"Poverty, pain and suffering aren't discriminative. Have we learned nothing?
https://t.co/bVHKHDHg3y
#AllLivesMAtter https://t.co/h4ifERXlQS",0,1,1,0,0,0,0,0,0,1,0
Hey guys... @DwyaneWade @KingJames    Stop breaking the law.   Problem solved.  Respect authority  #alllivesmatter #ESPYS #ESPYS2016,0,0,0,1,1,0,0,0,0,0,0
"If you're the type of person to respond to #BlackLivesMatter with #AllLivesMatter, please delete you twitter",0,0,1,0,0,0,0,1,0,0,1
"Respect #GOD always no matter what. 
🙏🙏🙏🙏...

#AllLivesMatter⚡ #TeamGOD👼
#TaniaSpeaks👑
#Wisdom. https://t.co/WBd20HzS5L",0,0,1,0,1,1,0,0,0,0,0
(2/3) ...another dose of depraved inhumanity lurks in our tomorrows. #CharlestonShooting #AllLivesMatter,0,0,0,0,0,0,0,0,1,1,1
"@FoxNews #BlackLivesMatter #AllLivesMatter #justicematters Respect for civil rights, respect for authority knows no race, age, or religion",0,1,0,0,1,0,0,1,0,1,1
"@FoxNews #BlackLivesMatter #AllLivesMatter #justicematters Respect for civil rights, respect for authority knows no race, age, or religion",0,1,1,0,1,0,0,0,0,0,0
"@FoxNews #BlackLivesMatter #AllLivesMatter #justicematters Respect for civil rights, respect for authority knows no race, age, or religion",0,1,0,0,1,0,0,1,0,1,1
"@FoxNews #BlackLivesMatter #AllLivesMatter #justicematters Respect for civil rights, respect for authority knows no race, age, or religion",0,1,1,0,1,0,0,0,0,0,0
Christ's compassion towards all lives should cause us to value and affirm each life. #plannedparenthood #blacklivesmatter #alllivesmatter,1,1,0,0,0,0,1,0,0,0,0
Christ's compassion towards all lives should cause us to value and affirm each life. #plannedparenthood #blacklivesmatter #alllivesmatter,1,1,0,0,0,0,1,0,0,0,0
Christ's compassion towards all lives should cause us to value and affirm each life. #plannedparenthood #blacklivesmatter #alllivesmatter,1,1,0,0,0,0,1,0,0,0,0
Christ's compassion towards all lives should cause us to value and affirm each life. #plannedparenthood #blacklivesmatter #alllivesmatter,1,1,0,0,0,0,1,0,0,0,0
No Respect #Alllivesmatter https://t.co/HmQGVSEmIR,0,0,0,1,0,0,0,0,0,1,0
Justice for Tania #AllLivesMatter   http://t.co/0NpAXnhzxZ,0,1,0,0,0,1,0,0,0,0,0
Liberals want to rename #ColumbusDay bcs of inhumane injustice yet they celebrate inhumane injustice of #abortion every day. #AllLivesMatter,0,0,0,0,0,0,0,1,0,1,1
@JosiahMcElroy All mst obey laws of cvl socty. Brown was NOT inncnt &amp; died attmptg 2 mrdr anthr hmn being! #AllLivesMatter @blackrepublican,0,0,0,0,1,0,1,0,0,1,0
End injustice #BlackLivesMatter #AllLivesMatter #EqualityForAll http://t.co/liRWe0aXZp,1,1,0,0,0,0,0,0,0,0,0
End injustice #BlackLivesMatter #AllLivesMatter #EqualityForAll http://t.co/liRWe0aXZp,1,1,0,0,0,0,0,0,0,0,1
End injustice #BlackLivesMatter #AllLivesMatter #EqualityForAll http://t.co/liRWe0aXZp,1,1,0,0,0,0,0,0,0,0,0
End injustice #BlackLivesMatter #AllLivesMatter #EqualityForAll http://t.co/liRWe0aXZp,1,1,0,0,0,0,0,0,0,0,1
#NYPDLivesMatter #AllLivesMatter My guess: irresponsible demagogues will face no consequences for their disingenuous rhetoric of incitement,0,0,0,1,0,0,0,1,0,1,1
"@sweetxjazzy 
the acceptance a violent war country culture 
leads to abuses of the other gut
#alllivesmatter #blacklivesmatter #npr",0,0,0,0,0,0,0,0,0,1,1
A lack of of empathy will grow hate #blacklivesmatter #alllivesmatter,0,0,0,0,0,0,1,0,0,1,1
A lack of of empathy will grow hate #blacklivesmatter #alllivesmatter,1,0,1,0,0,0,0,1,0,1,0
A lack of of empathy will grow hate #blacklivesmatter #alllivesmatter,0,0,0,0,0,0,1,0,0,1,1
A lack of of empathy will grow hate #blacklivesmatter #alllivesmatter,1,0,1,0,0,0,0,1,0,1,0
@Free_Media_Hub #Europe pouring profound shame on humanity b'cos of greed! Moral atrocity against #humanity #UN #Germany #EU #AllLivesMatter,0,0,0,0,0,0,0,1,0,1,1
"""@petenaotg: Today is Sanctity of Life Sunday. Please retweet if you believe #SanctityOfLife http://t.co/e3ebLDSjf3 "" #AllLivesMatter",1,1,0,0,0,1,1,0,0,0,0
"""@petenaotg: Today is Sanctity of Life Sunday. Please retweet if you believe #SanctityOfLife http://t.co/e3ebLDSjf3 "" #AllLivesMatter",0,0,1,0,0,0,1,0,0,0,0
"Justice 4 #MarioWoods 
#ShutItDown 
#NoPoliceState 
#NoFear 
#NoH8 
#BlackLivesMatter 
#AllLivesMatter https://t.co/Fl66bNo83o",1,1,0,0,0,1,0,0,0,0,0
All respect to @thegame and @SnoopDogg #AllLivesMatter,1,1,1,0,1,1,0,0,0,0,0
#BlackLivesMatter #PoliceLivesMatter #AllLivesMatter solidarity and peace!,1,0,0,0,0,1,1,0,0,0,0
#BlackLivesMatter #PoliceLivesMatter #AllLivesMatter solidarity and peace!,1,0,0,0,0,1,1,0,0,0,0
#BlackLivesMatter #PoliceLivesMatter #AllLivesMatter solidarity and peace!,1,0,0,0,0,1,1,0,0,0,0
#BlackLivesMatter #PoliceLivesMatter #AllLivesMatter solidarity and peace!,1,0,0,0,0,1,1,0,0,0,0
"#WakeUpAmerica

Law Enforcement Officers

✔️Support US Everyday
✔️Face What WE Fear

#BlueLivesMatter
#AllLivesMatter http://t.co/emgoBWZTlM",1,1,0,0,1,1,0,0,0,0,0
"#AllLivesMatter especially in the FGC I wish all my brothers and sisters of any race, creed or religious belief is safe no matter what.",1,1,0,0,0,1,0,0,0,0,0
"@SONOFDY1 #alllivesmatter is a manner of belittling the lives and losses of POC, who were hurt BECAUSE of their race",1,1,0,0,0,1,0,0,0,1,1
"Racism is a sin problem, not a skin problem #alllivesmatter",0,0,0,1,0,0,0,1,0,1,1
Injustice has gone on for too long. ALL deserve to live w/o fear of harm. RIP. #blacklivesmatter #AllLivesMatter https://t.co/ChI3O0C74P,1,1,0,0,0,1,0,0,0,0,1
Saying #AllLivesMatter is invalidating the fact that African Americans face discrimination and racism every day.,0,0,0,0,0,0,0,1,0,1,1
White privilege ➕racism ➖information ✖️hypocrisy =#AllLivesMatter #FOH🚮,0,0,1,0,0,0,0,1,0,1,1
@jamesrgoodman : We speak out in defense of the sacredness of human life!! #AllLivesMatter #prolife #PrebornLivesMatter,1,1,0,0,0,1,1,0,0,0,0
@SheriffClarke #BlackLivesMatter #AllLivesMatter  https://t.co/7ivmK9Y6lv,0,0,1,0,0,0,0,0,0,0,1
Disgusted by the senseless acts of gun violence tonight...#PrayForDallas #PrayforAmerica #alllivesmatter,1,1,0,0,0,0,0,0,1,1,0
@delaney_gehrig the it's a special day that belongs to an entity and its chipped away at but another entity. It's like #AllLivesMatter,1,1,1,0,0,0,0,0,0,0,0
@LascelIes @GranitZaka imagine ignorantly saying #AllLivesMatter when that is true but doing nothing to fix the injustices certain ppl face,0,0,0,0,0,0,0,1,0,1,1
@BRPD Stay strong. We love and support you. God bless. #BatonRouge #alllivesmatter #BatonRougePD #holdtheline #youareneveralone,1,0,0,0,0,1,1,0,0,0,0
"Follow, love and RESPECT #God...
and His most beloved #Angels..

#AllLivesMatter⚡ #TeamGOD👼
#TANIAspeaks👑 #wisdom 🙏🙏 https://t.co/tkGhcQOGZi",1,0,0,0,1,1,1,0,0,0,0
"#POTUS and #Democrats by large, have done nothing but fuel the hatred and misguide anger towards law enforcement #AllLivesMatter",0,0,0,1,0,0,0,0,0,1,1
"Where is the human compassion that #ConcernedStudent1950 has been asking for?
#ALLlivesmatter #prayforparis https://t.co/L4TOYItzjz",1,0,0,0,0,0,1,0,1,1,1
"Let's practice Care, Compassion and Concern for all life.
#AllLivesMatter",1,1,0,0,0,1,1,0,0,0,0
"The military should be called in to arrest these criminals for racism and riots
#BlackLivesMatter #AllLivesMatter  https://t.co/cjZNE23fFd",0,1,0,1,1,0,0,1,1,1,1
Amen @zacefron we all need to think that way #BlackLivesMatter #AllLivesMatter #IamAME help spread the word  https://t.co/JEQWFoqxg9,0,1,1,0,0,0,0,0,0,0,0
"God created us to live in a community filled with love joy and peace just like the Holy Trinity. Father, Son &amp; Holy Spirit. #AllLivesMatter",1,1,0,0,0,1,1,0,0,0,0
Sad! 3 suicide bombers...28 dead...60+ injured...#StopTheViolence #AllLivesMatter #Istanbul #PrayForTurkey https://t.co/Ajicpy1NS8,0,0,0,0,0,0,0,1,0,1,1
God bless Oklahoma. This is glorious news!!!!  #alllivesmatter #abolishabortion https://t.co/DbahqsraQF,1,0,0,0,0,1,1,0,0,0,0
Saying #AllLivesMatter  negates the 400 years of suffering blacks have endured and negates the truth that BLACK LIVES DO MATTER - #SEATTLE,0,1,0,0,0,0,0,0,0,1,1
@apadillafilm6 quit hiding behind your racist rhetoric - #AllLivesMatter,0,0,0,0,0,0,0,0,0,1,1
"@zariblount Do people not realize that killing innocent cops is just as bad as killing innocent African Americans!
#ALLLIVESMATTER",0,1,0,1,1,0,0,0,0,1,0
#BlackLivesMatter #BrownLivesMatter #AllLivesMatter Justice for Young Male Lives promotes change &amp; equality Preview https://t.co/Du3TUEgX4l,0,1,0,0,0,0,0,0,0,0,0
Law Enforcement Respect by@hassified Free DigitalDownload #svg #vector #freegoodies #BlueLivesMatter #AllLivesMatter https://t.co/2BJcf4JB1G,0,1,0,0,1,0,0,0,0,0,0
"I'm don't explaining the ideals of #BlackLivesMatter to ppl who are consumed in  "" #AllLivesMatter "" ideals",0,0,1,0,0,1,0,0,0,0,1
#RWNuts Republican Terrorists try to incite violence AGAIN!! #BlackLivesMatter http://t.co/IoSAg2VljD https://t.co/MuXBRW68DK,0,0,0,1,0,0,0,0,0,1,1
All lives matter decal https://t.co/OqQuCwxO72 #alllivesmatter #equalfuture #discrimination #makeadifference,0,0,1,0,0,0,0,0,0,0,0
"Peace, Love and respect #AllLivesMatter",1,0,0,0,1,0,1,0,0,0,0
"""what we see is that some lives matter more than others"" says Judith Butler on what's wrong with #alllivesmatter https://t.co/vzUDUhh9gH",0,0,1,0,0,0,0,0,0,0,1
"Justice is INDIVISIBLE. #TrayvonMartin #BlackLivesMatter #AllLivesMatter #equality #racism #justice #Injustice 
https://t.co/htmeC9OLw5",0,1,0,0,0,1,0,0,0,0,0
#blacklivesmatter #altonsterling #PhilandoCastile #stoppolicebrutality #ViolencePoliciere #alllivesmatter Disgrace ! https://t.co/sSSS3u4bIc,0,0,1,1,0,0,0,0,0,0,0
"One man's campaign reminds us of the power of unity and love
#ParisAttacks
#AllLivesMatter
#PrayFortheWorld https://t.co/uHkChra20r",1,1,0,0,0,1,0,0,0,0,0
#AllLionsMatter exposes the hypocrisy of #AllLivesMatter http://t.co/HRMe1A1jsH #BlackLivesMatter #CeciltheLion,0,0,1,0,0,0,0,0,0,0,1
its #BlackLivesMatter not #AllLivesMatter its not about white ppl rn u idiots,0,1,1,0,0,0,0,0,1,0,0
@CNN Justice for Freddie.  #AllLivesMatter,0,1,0,0,0,1,1,0,0,0,0
Most important commandment love everyone #AllLivesMatter to God @milesmcpherson,1,0,0,0,0,1,1,0,0,0,0
https://t.co/BAf8kPWNtn WE GOTTA FIGHT Y'ALL FIGHT FOR LIBERTY FOR JUSTICE PEACE N EQUALITY #ALLLIVESMATTER #innocent #civilsrightsmovement,0,1,0,1,0,1,0,0,0,0,0
Don't forget that some children suffer to much. #AllLivesMatter #TeamGOD #TaniaSpeaks #ChildCare http://t.co/J5gmnfijRT,0,0,0,0,0,0,0,0,0,1,1
"What happened to love, respect and submitting to authority #alllivesmatter",1,0,0,1,1,0,1,0,0,0,0
I wrote something for @HuffingtonPost imploring the #NYPD to consider empathy training: http://t.co/0JvTkjE5E2 #AllLivesMatter,1,0,1,0,0,0,0,0,0,0,0
"Justice for ALL

#AllLivesMatter",1,1,0,0,0,0,0,0,0,0,0
"Justice for the innocent, justice for all people. A familiar sight isn't it? #Ferguson #AllLivesMatter http://t.co/kyZAYGWD01",1,1,0,0,0,1,0,0,0,0,0
@PattersonNBC @bosconian72 may God rest her soul #alllivesmatter,1,0,0,0,0,0,1,0,0,0,0
"#AllLivesMatter 
@RBatNWdogrescue @BowBunnyRescue @BeCrueltyFree  https://t.co/ughY02SWNO",1,1,0,0,0,0,1,0,0,0,0
"There's no justice in taking any innocent persons life, because you protest police brutality doesn't mean you hate police, #AllLivesMatter",1,1,0,0,0,0,0,0,0,1,1
Video: US Justice Department To ‘Work Harder’ on Enforcing Civil Rights Laws http://t.co/DQEGHajeQY #US #AllLivesMatter,0,1,1,0,0,0,0,0,0,0,0
@GlenDivo but can feel pain when the Dr. Kills it - defend their life too Mr. Human Rights #AllLivesMatter,1,1,1,0,0,0,0,0,0,0,0
The #FightFor15 stands in solidarity with #Ferguson #Ayotzinapa #BlackLivesMatter #poorlivesmatter #AllLivesMatter http://t.co/KYFmGfWn41,0,0,0,0,0,1,0,0,0,0,0
This is how the sick &amp; twisted justify murder. #AllLivesMatter even those of the unborn; inconvenience a poor excuse https://t.co/AqLBjLegLU,0,1,0,0,0,1,0,0,0,1,0
"ACTS OF KINDNESS
*Thank You!*

#BLACKLIVESMATTER #DISCUSSION #COMMUNITY #LOVE #ALLLIVESMATTER #PAYITFORWARD... https://t.co/e29SbhSwjN",1,0,0,0,0,0,1,0,0,0,0
"ACTS OF KINDNESS
*Thank You!*

#BLACKLIVESMATTER #DISCUSSION #COMMUNITY #LOVE #ALLLIVESMATTER #PAYITFORWARD... https://t.co/e29SbhSwjN",1,0,1,0,0,0,0,0,0,0,0
"ACTS OF KINDNESS
*Thank You!*

#BLACKLIVESMATTER #DISCUSSION #COMMUNITY #LOVE #ALLLIVESMATTER #PAYITFORWARD... https://t.co/e29SbhSwjN",1,0,0,0,0,0,1,0,0,0,0
"ACTS OF KINDNESS
*Thank You!*

#BLACKLIVESMATTER #DISCUSSION #COMMUNITY #LOVE #ALLLIVESMATTER #PAYITFORWARD... https://t.co/e29SbhSwjN",1,0,1,0,0,0,0,0,0,0,0
"@WesleyLowery #AllLivesMatter resonates the Declaration of Independence inalienable rights endowed by our creator; LIFE, Liberty &amp; Happiness",1,1,0,0,1,1,1,0,0,0,0
"#CharlestonShooting  It is your inviolate right, &amp; your sacred and solemn duty to protect what is sacred. #BlackLivesMatter #AllLivesMatter",1,1,0,0,0,0,1,0,0,0,0
"#CharlestonShooting  It is your inviolate right, &amp; your sacred and solemn duty to protect what is sacred. #BlackLivesMatter #AllLivesMatter",1,1,1,0,1,0,1,0,0,0,0
"#CharlestonShooting  It is your inviolate right, &amp; your sacred and solemn duty to protect what is sacred. #BlackLivesMatter #AllLivesMatter",1,1,0,0,0,0,1,0,0,0,0
"#CharlestonShooting  It is your inviolate right, &amp; your sacred and solemn duty to protect what is sacred. #BlackLivesMatter #AllLivesMatter",1,1,1,0,1,0,1,0,0,0,0
#resonateallthewaytothevatican #popetimetoprotectthechildren religion destroys #alllivesmatter #stopsexualabuse #honorkilling #gaga,1,0,1,0,0,0,0,1,1,0,0
"The majority of ""black"" people in America have Native American in their bloodlines. #blacklivesmatter #alllivesmatter",1,1,1,0,0,0,0,0,0,0,0
Have compassion in your heart for EVERY race. #AllLivesMatter,1,1,0,0,0,0,1,0,0,0,0
#DemsInPhilly #DemConvention #Demexit #ThinBlueLine #AllLivesMatter #DNCLeaks #NeverHillary #LawandOrderCandidate https://t.co/NPHg1mOF4V,0,0,0,1,0,0,0,1,0,0,1
"#Obama's Thugs Destroy ALL Empathy for CivilRight Protests, #ICantBreathe #BlackLivesMatter #Ferguson #EricGarner #AllLivesMatter #NYC #cnn",0,0,0,0,0,1,0,1,1,1,1
"#Obama's Thugs Destroy ALL Empathy for CivilRight Protests, #ICantBreathe #BlackLivesMatter #Ferguson #EricGarner #AllLivesMatter #NYC #cnn",1,0,0,1,0,0,0,0,1,1,0
"#Obama's Thugs Destroy ALL Empathy for CivilRight Protests, #ICantBreathe #BlackLivesMatter #Ferguson #EricGarner #AllLivesMatter #NYC #cnn",0,0,0,0,0,1,0,1,1,1,1
"#Obama's Thugs Destroy ALL Empathy for CivilRight Protests, #ICantBreathe #BlackLivesMatter #Ferguson #EricGarner #AllLivesMatter #NYC #cnn",1,0,0,1,0,0,0,0,1,1,0
@AndreaTantaros @FoxNews #alllivesmatter disgrace #nolabels,0,0,1,0,0,0,0,0,1,0,0
Once people realize that #AllLivesMatter the world might start changing...,1,1,1,0,0,1,0,0,0,0,0
"Peace and Love 💚❤️

#AllLivesMatter #PeaceForTheWorld https://t.co/di7af03NjM",1,0,0,0,0,0,1,0,0,0,0
"#BlackLivesMatter  

 #AllLivesMatter  

Just because some are facing cruel oppression does not mean others can be ignored.",0,1,0,0,0,1,0,0,0,1,0
"#BlackLivesMatter  

 #AllLivesMatter  

Just because some are facing cruel oppression does not mean others can be ignored.",0,1,0,0,0,0,0,0,0,1,1
"#BlackLivesMatter  

 #AllLivesMatter  

Just because some are facing cruel oppression does not mean others can be ignored.",0,1,0,0,0,1,0,0,0,1,0
"#BlackLivesMatter  

 #AllLivesMatter  

Just because some are facing cruel oppression does not mean others can be ignored.",0,1,0,0,0,0,0,0,0,1,1
"@KCivis if ANYTHING were to happen to my brother because of someone's senseless acts, I'd die of a broken heart. #AllLivesMatter",1,0,0,0,0,0,1,0,0,1,0
We don't have a Cop Problem in America. We have a Parenting Problem. Teach your kids TO OBEY THE LAW. #AllLivesMatter,0,0,0,1,1,0,0,0,0,0,1
Seek Justice for Jessica. http://t.co/fieY8ashQE #JusticeForJessica #AllLivesMatter,1,1,0,0,0,0,0,0,0,0,0
#millionsmarch #DC ALL WE WANT IT EQUAL RIGHTS AND JUSTICE #blacklivesmatter #alllivesmatter… http://t.co/Y1Wk2FCgC6,0,1,0,0,0,1,1,0,0,0,0
#millionsmarch #DC ALL WE WANT IT EQUAL RIGHTS AND JUSTICE #blacklivesmatter #alllivesmatter… http://t.co/Y1Wk2FCgC6,0,1,1,0,0,0,0,0,0,0,0
#millionsmarch #DC ALL WE WANT IT EQUAL RIGHTS AND JUSTICE #blacklivesmatter #alllivesmatter… http://t.co/Y1Wk2FCgC6,0,1,0,0,0,1,1,0,0,0,0
#millionsmarch #DC ALL WE WANT IT EQUAL RIGHTS AND JUSTICE #blacklivesmatter #alllivesmatter… http://t.co/Y1Wk2FCgC6,0,1,1,0,0,0,0,0,0,0,0
"@OutnumberedFNC #VesterLeeFlanagan ""A dangerous injustice collector."" AKA--&gt; A racist.  #WDBJ #AllLivesMatter",0,0,0,0,0,0,0,0,1,1,1
"Why does he have a Job? #phillycop #allLivesMatter #blacklivesmatter
He's just a child ... Motivate… http://t.co/rNdr1D91BC",0,0,1,0,0,0,0,0,0,0,0
I've only ever seen #AllLivesMatter used to deny the mistreatment and oppression of minorities and to silence recognition of atrocities.,0,0,0,0,0,0,0,0,0,1,1
#BlackLivesMatter show how little their lives matter 2 #alllivesmatter who obey the law &amp; seek 2 break racial lines. https://t.co/d3hBpbRHg8,0,0,1,0,1,0,0,0,0,0,0
Tired of these police officers abusing their power and authority! You're here to PROTECT the people not bring HARM to them #AllLivesMatter,0,0,0,1,0,0,0,0,0,1,0
"With liberty and justice for all
#AllLivesMatter #LGBTQ",1,1,0,0,0,1,1,0,0,0,0
do something and restore the faith in humanity #AllLivesMatter,1,0,1,0,0,0,1,0,0,0,0
"@betseyross @Thug_Violence 
#alllivesmatter
#toddlerlivesmatter
#unbornlivesmatter
Murder heinous evil womb-elderly
#skincolordoesntmatter",0,0,0,0,0,0,0,1,1,1,1
"❌DATED 2011☛☛☛High Treason by Obama ET AL 
https://t.co/HIjw8Xy7Y5

🐍USURPERS TAKE NOTE

👮@PhillyPolice #AllLivesMatter 👮#BlueLivesMatter",0,0,1,0,0,0,0,1,0,0,0
#AllLivesMatter @LionelMedia @PrisonPlanet @PrisonPlanetTV #DallasPoliceShootings https://t.co/cNQ2PQgJUC,0,0,1,0,0,0,0,0,0,1,1
"""It is time to come forward and support law enforcement and condemn this atrocious act."" Agree 100%. #AllLivesMatter http://t.co/66eS86MIWR",0,0,1,0,1,1,0,0,0,0,0
